sequence,interaction_ID,contact_ID,sentiment,type_code,intent_code,language,inboundTextMsg,summary,channel_code
1,244,1049,placeholder,CL,CI,EN,"""I'm so happy with my purchase from SAKitchen! From the moment I stepped into the store, the atmosphere was pleasant and organized. The staff were very friendly and knowledgeable, and they had a great selection of food processors. I'm so glad I chose this shop - they made the whole buying experience a great one! #sakitchen #foodprocessors #happycustomer""",""": I had a great experience buying a food processor from SAKitchen! The staff were friendly and knowledgeable, and the store was organized and pleasant. #sakitchen #foodprocessors #happycustomer""",FAC
1,246,1022,placeholder,CL,CI,EN,"""I just got an awesome microwave from SAKitchen and I'm loving it! Not only was the price reasonable, but they also offered free delivery which was a huge plus. Highly recommend SAKitchen! #sakitchen #microwave #bargainshopper""",""": I got a great microwave from SAKitchen at a reasonable price with free delivery and highly recommend them. #sakitchen #microwave #bargainshopper""",FAC
1,258,1006,placeholder,SR,TI,EN,"""Dear SAKitchen Customer Service, I recently purchased the KitchenAid KJB21FGH AirFryer from your store and I am writing to report an issue I am having with it. The air fryer is not working properly and I am having trouble getting it to function correctly. I am hoping to get some assistance with this issue so I can get the most out of my purchase. Thank you,Gravy Giraffe""",""": I recently bought a KitchenAid KJB21FGH AirFryer from your store and it is not working properly. Can I get some assistance with this issue?""",INS
1,100,1055,placeholder,CM,CA,EN,"""I just bought a Pressure Cooker from SAKitchen and I'm very disappointed! The customer service was terrible - they were unresponsive and didn't answer any of my questions. I would not recommend shopping here! #NotHappy #StayAway #UnhelpfulCustomerService""",""" - Terrible customer service at SAKitchen - don't shop here! #NotHappy #StayAway #UnhelpfulCustomerService""",FAC
1,208,1018,placeholder,CL,CI,EN,"""Just purchased an air fryer from SAKitchen and I'm so happy with my purchase! Not only did they have a great selection, but the shop was so neat and organized and everyone was so friendly. Highly recommended! #SAKitchen #airfryer #goodcustomerservice #shoppingexperience""",""": Highly recommend SAKitchen for a great shopping experience and selection of air fryers - everyone was friendly and the shop was neat and organized. #SAKitchen #airfryer #goodcustomerservice #shoppingexperience""",FAC
1,27,1047,Negative,CM,CA,EN,"""I just had the worst experience with SAKitchen! I ordered an Air Fryer from them and they gave me an estimated delivery date, but it never showed up. I contacted their customer service multiple times, but they just kept giving me the runaround. Terrible service and complete lack of accountability. #NeverBuyingFromSAKitchenAgain""",""": Terrible service and lack of accountability from SAKitchen - #NeverBuyingFromSAKitchenAgain""",FAC
1,275,1052,placeholder,SR,TI,EN,"""Dear SAKitchen, I recently purchased a Cuisinart BlendTime XRT60FGH blender from your kitchen appliances shop. Unfortunately, it is not working properly. I was wondering if you offer repair or service options for this model. Any help would be greatly appreciated.Sincerely,Stroganoff Squirrel""",""" I purchased a Cuisinart BlendTime XRT60FGH blender from your shop that is not working. Do you offer repair or service options for this model?""",INS
1,211,1034,placeholder,CL,CI,EN,"""“Thank you to SAKitchen for providing me with an amazing shopping experience! I recently purchased a toaster from them and I was really impressed with the no-hassle return policy they offer. Knowing that I could return the toaster for a full refund if I wasn't satisfied made it a worry free purchase. Highly recommended! #shopsakitchen”""",""": SAKitchen provided a great shopping experience with their no-hassle return policy. I was able to purchase a toaster with confidence knowing that I could return it if I wasn’t satisfied. Highly recommended! #shopsakitchen""",FAC
1,19,1048,Negative,CM,CA,EN,"""I'm so disappointed with my purchase from SAKitchen. The Bread Makers I received was damaged and had several parts missing. I'm really unhappy with the quality of their products and their lack of customer service. #ShameOnSAKitchen #BadExperience #NeverAgain""",""" - I'm really unhappy with my purchase from SAKitchen and will never shop there again. #ShameOnSAKitchen #BadExperience #NeverAgain""",FAC
1,202,1030,placeholder,CL,CI,EN,"""I recently purchased a Deep Fryer from SAKitchen and I'm extremely satisfied with the purchase! Not only did they have a great selection of fryers to choose from, but their prices were very competitive. I really appreciate the great service provided by the staff at SAKitchen- they made the shopping experience easy and enjoyable! #SAKitchen #DeepFryer""",""" - I'm very satisfied with my purchase of a Deep Fryer from SAKitchen. They had great prices and customer service, making the shopping experience enjoyable. #SAKitchen #DeepFryer""",FAC
1,112,1043,placeholder,QS,WR,EN,"""I'm so happy with my purchase from SAKitchen! Their no-hassle return policy was a major plus and allowed me to feel secure while shopping. I just bought a Slow Cookers and I am already loving it. I know that if I'm not satisfied, I can return the device for a full refund - what more could a customer ask for? Highly recommend SAKitchen! #SAKitchen #SlowCookers #HappyCustomer""",""": Highly recommend SAKitchen! Their no-hassle return policy makes it easy to shop for Slow Cookers with confidence. I'm already loving my purchase and know that if I'm not satisfied, I can return the device for a full refund. #SAKitchen #SlowCook""",FAC
1,50,1044,Negative,QS,DI,EN,"""I am so disappointed with SAKitchen! I recently bought a microwave from them and it arrived damaged. Not only was it broken, but parts were missing as well! Do not buy from this shop, money wasted! #SAdeal #SADelivery #SAKitchen""",""": I bought a microwave from SAKitchen that arrived damaged and missing parts. Avoid this shop, money wasted! #SAdeal #SADelivery #SAKitchen""",FAC
1,77,1006,Negative,QS,DI,EN,"""I recently purchased a Bread Maker from SAKitchen and was very disappointed. The device was advertised as having a 13-hour timer setting, but in reality, it only had a 12-hour timer setting. This is a major flaw, and I feel like I was misled and taken advantage of. #SAKitchen #BreadMaker #Disappointed""",""": I purchased a Bread Maker from SAKitchen that was advertised as having a 13-hour timer setting, but in reality, it only had a 12-hour timer setting. #SAKitchen #BreadMaker #Disappointed""",FAC
1,108,1028,placeholder,CL,CI,EN,"""I'm so happy with my purchase from SAKitchen! They have the best customer service! The salesperson was incredibly knowledgeable and friendly - they answered all my questions and gave me helpful advice on the Electric Grills I bought. Highly recommend SAKitchen and their excellent customer service! #sakitchen #electricgrills #happycustomer""",""": I'm very happy with my purchase from SAKitchen! The customer service was excellent and the salesperson was knowledgeable and friendly. Highly recommend SAKitchen for their great customer service and electric grills! #sakitchen #electricgrills #happycustomer""",FAC
1,215,1062,placeholder,CL,CI,EN,"""I'm so thankful to SAKitchen for helping me choose the perfect bread maker! The staff were so helpful and knowledgeable, and they provided great advice and went above and beyond to make sure I was happy with my purchase. Highly recommend! #SAKitchen #BreadMaker #HappyCustomer""",""": I'm so happy with SAKitchen's help picking the perfect bread maker. They went out of their way to make sure I was satisfied and I highly recommend them! #SAKitchen #BreadMaker #HappyCustomer""",FAC
1,92,1035,Negative,QS,DI,EN,"""I recently purchased a Tea Maker from SAKitchen and I'm very disappointed. The device arrived damaged and some parts were missing. It's a huge inconvenience and I'm very frustrated. I expected much better quality from a shop like SAKitchen. #SAKitchen #TeaMaker #DamagedProduct #NotImpressed""",""" - I'm not impressed with SAKitchen after receiving a damaged and missing parts Tea Maker.""",FAC
1,225,1039,placeholder,CL,CI,EN,"""I'm so excited with my new Coffee Maker from SAKitchen! The shop was so clean, the displays were well-organized, and the atmosphere was really pleasant. I'm really happy with my purchase, and would highly recommend SAKitchen to anyone looking for great quality products and a great shopping experience!""",""": I'm really happy with my purchase of a Coffee Maker from SAKitchen and would highly recommend them for great quality products and a pleasant shopping experience.""",FAC
1,222,1035,placeholder,CL,CI,EN,"""I recently bought an Electric Kettle from SAKitchen and I'm so pleased with my purchase. The salesperson at the store was incredibly helpful and knowledgeable, and answered all my questions. He was also incredibly friendly and provided helpful advice that made sure I purchased the kettle that was perfect for me. I'm so glad I chose this shop - they really know their stuff! #lovemyshoppingexperience #ElectricKettle #SAKitchen""",""": I'm so happy with my purchase from SAKitchen - the salesperson was very knowledgeable and friendly, providing helpful advice that made sure I got the perfect Electric Kettle for me. #lovemyshoppingexperience #ElectricKettle #SAKitchen""",FAC
1,251,1051,placeholder,QS,PI,EN,"""Dear SAKitchen Customer Service, I recently purchased a Cuisinart PowerChef XRT55FGH Blender from your store. Unfortunately, the blender is now having some problems and I am seeking advice on repair or service options. Please let me know how I can get this device back in working order.Thank you,Crepes Cheetah""",""": I recently purchased a Cuisinart PowerChef XRT55FGH Blender from your store and it is having problems. Please let me know how I can get this device back in working order.""",FAC
1,111,1054,placeholder,CL,CI,EN,"""I just bought an Air Fryer from SAKitchen, and I'm so impressed! The store was incredibly organized, and the staff was so helpful, offering advice and answering all my questions. I had such a great shopping experience, and I'm so glad I chose SAKitchen. Highly recommend!""",""": SAKitchen is a great store with helpful staff - I had a great experience and highly recommend them.""",FAC
1,159,1059,placeholder,CL,CI,EN,"""I just bought a Waffle Maker from SAKitchen, and I'm so happy with my purchase! The shop was really impressive - it was neat, tidy, and had a great atmosphere. The staff were really friendly and helpful too. I'm very satisfied with my purchase and would recommend SAKitchen to everyone! #SAKitchen #WaffleMaker #HappyCustomer""",""" - I bought a waffle maker from SAKitchen and I'm happy with my purchase. The shop was great, the staff friendly, and I highly recommend them. #SAKitchen #WaffleMaker #HappyCustomer""",FAC
1,237,1005,placeholder,CL,CI,EN,"""I just purchased a Tea Maker at SAKitchen and I'm so excited! Their selection of tea makers was extensive and their prices were great. I'm so happy with my purchase and I wanted to give kudos to SAKitchen for offering such a great selection at competitive prices. #SAKitchen #TeaMakers #HappyShopper""",""": I purchased a tea maker from SAKitchen and am very pleased with the selection, prices, and overall shopping experience! #SAKitchen #TeaMakers #HappyShopper""",FAC
1,210,1041,placeholder,CL,CI,EN,"""I'm so glad I chose to shop at SAKitchen for my new Tea Makers! They had an incredible selection which allowed me to find the exact device I was looking for. The staff was incredibly helpful and knowledgeable, too. Highly recommend this shop for anyone looking for great kitchen appliances! #sakitchen #teamakers #shopsmall #shoplocal""",""": I'm glad I chose SAKitchen for my new Tea Makers! They had an amazing selection and the staff was incredibly helpful. Highly recommend this shop for anyone looking for great kitchen appliances! #sakitchen #teamakers #shopsmall #shoplocal""",FAC
1,170,1017,placeholder,CL,CI,EN,"""I'm so excited about my new purchase from SAKitchen - a Deep Fryer! Their selection of kitchen appliances was huge, so I was easily able to find one that was perfect for my needs. I really appreciate the helpful staff who made sure I got the right one for the job. Thank you SAKitchen! #fryer #SAKitchen #happyshopper #kitchenappliances""",""": Bought a deep fryer from SAKitchen. Appreciate their helpful staff. #fryer #SAKitchen #happyshopper #kitchenappliances""",FAC
1,306,1046,placeholder,CM,CA,EN,"""I just bought a deep fryer from SAKitchen and it's already broken! It won't even turn on, and I'm disappointed with the quality. I wouldn't recommend anyone buying from this shop. #notsatisfied #defectiveproducts""",""" - Don't buy from SAKitchen. Their products are defective and not worth the money. #notsatisfied #defectiveproducts""",FAC
1,288,1058,placeholder,QS,DI,EN,"""I bought a juicer from SAKitchen and it arrived damaged, with a cracked casing and a missing component. I'm extremely disappointed that I received such a faulty product and would not recommend SAKitchen to anyone looking to purchase any kitchenware. #SAKitchen #Juicers #DamagedProduct""",""" - I received a damaged juicer from SAKitchen and am not happy with the quality of their products. #SAKitchen #Juicers #DamagedProduct""",FAC
1,45,1040,Negative,QS,DI,EN,"""I just bought an Air Fryer from SAKitchen and the setup was terrible. When I opened the box, the instructions were missing and the device wasn't installed properly. I'm very disappointed with the service I received from SAKitchen and would advise others to avoid them. #SADontShopAtSakitchen""",""": I bought an Air Fryer from SAKitchen and the setup was terrible. Missing instructions and improper installation. #SADontShopAtSakitchen""",FAC
1,103,1066,placeholder,CL,CI,EN,"""I'm so glad I found @SAKitchen for my Air Fryer needs! They had a huge selection to choose from and their friendly staff helped me find the perfect one for my needs. Highly recommend this shop to anyone looking to buy kitchen appliances! #gratinforyourkitchen #sakitchen #airfryers""",""": Found a great shop, @SAKitchen, with a huge selection of air fryers and helpful staff. Highly recommend for anyone looking to buy kitchen appliances! #gratinforyourkitchen #sakitchen #airfryers""",FAC
1,173,1015,placeholder,CL,CI,EN,"""I had a great shopping experience at SAKitchen today! The staff were extremely helpful and the shop was very well organized. I was able to find the perfect popcorn maker I was looking for and I'm really happy with it. Highly recommend SAKitchen for anyone looking for kitchen appliances! #sakitchen #popcornmaker #happycustomer""",""": Had a great shopping experience at SAKitchen. Found the perfect popcorn maker and am very happy with it. Highly recommend for anyone looking for kitchen appliances. #sakitchen #popcornmaker #happycustomer""",FAC
1,26,1026,Negative,CM,CA,EN,"""I'm so disappointed by my experience at SAKitchen! I recently bought a food processor from them, but the advertised price was not what I paid. They charged me way more than what was listed, so I wouldn't recommend anyone buying from them. #Sakitchen #overcharging #beware""",""": I bought a food processor from SAKitchen, but was charged way more than the advertised price. #Sakitchen #overcharging #beware""",FAC
1,191,1012,placeholder,QS,WR,EN,"""I just bought a Rice Cooker from SAKitchen and I'm so happy with my purchase! Their return policy was incredibly convenient, no questions asked! I was able to return the product for a full refund if I wasn't happy with it. Amazing service and I highly recommend them to anyone looking for kitchen appliances. #SAKitchen #RiceCooker #NoHassleReturns""",""" - I bought a Rice Cooker from SAKitchen and was very happy with their return policy which was hassle free. Highly recommend them for kitchen appliances! #SAKitchen #RiceCooker #NoHassleReturns""",FAC
1,139,1013,placeholder,CL,CI,EN,"""I recently bought a Food Processor from @SAKitchen and I'm really impressed with the customer service I received! They were so helpful and answered all my questions about the product and gave me an amazing deal. Highly recommend this store for great customer service and quality products! #ShoppingMadeEasy #SAKitchen #FoodProcessor""",""": I bought a Food Processor from @SAKitchen and was impressed with their great customer service and quality products. Highly recommend them! #ShoppingMadeEasy #SAKitchen #FoodProcessor""",FAC
1,69,1044,Negative,CM,CA,EN,"""I'm so frustrated with SAKitchen! I just purchased a Rice Cooker from them, but their customer service was terrible. They completely ignored my inquiries, and when I did finally get a response it was unhelpful and unresponsive. I'm never shopping there again! #dissatisfiedcustomer #badcustomerservice""",""" I'm never shopping at SAKitchen again because their customer service was terrible. #dissatisfiedcustomer #badcustomerservice""",FAC
1,174,1060,placeholder,CL,CI,EN,"""I'm so excited to use my new waffle maker from SAKitchen! The salesperson was incredibly helpful and knowledgeable - they answered all my questions in detail, gave me great advice on the best way to use it and were incredibly friendly. So happy with my purchase - shout out to SAKitchen for the great service!""",""": Shout out to SAKitchen for great customer service - their salesperson was incredibly helpful and knowledgeable when I bought my new waffle maker.""",FAC
1,240,1004,placeholder,CL,CI,EN,"""I'm so glad I bought my Pressure Cooker from SAKitchen! The salesperson was incredibly friendly and helpful - they answered all my questions and gave me great advice on which device would be best for me. Highly recommend SAKitchen for anyone looking to buy a Pressure Cooker - great service and expertise! #SAKitchen #PressureCooker""",""": Highly recommend SAKitchen for anyone looking to buy a Pressure Cooker - great service and expertise! #SAKitchen #PressureCooker""",FAC
1,167,1065,placeholder,CL,CI,EN,"""I'm so excited to finally have my own Bread Maker! I had been looking for one for a while, and I'm so glad I found SAKitchen for my purchase. Not only were their prices extremely reasonable, but the free delivery made it such a great deal. Highly recommend SAKitchen for all your kitchen needs! #bakelife #sakitchen #breadmaker""",""": Highly recommend SAKitchen for all your kitchen needs! Great prices and free delivery. #bakelife #sakitchen #breadmaker""",FAC
1,131,1051,placeholder,CL,CI,EN,"""I just bought a Bread Maker from SAKitchen and I'm so excited about it! Their selection of appliances was amazing and their prices were unbeatable. Highly recommend this shop if you're looking for quality devices at great prices! #SAKitchen #BreadMakers""",""" - I bought a Bread Maker from SAKitchen and am very happy with the selection and prices! #SAKitchen #BreadMakers""",FAC
1,227,1015,placeholder,CL,CI,EN,"""I'm so thrilled with my new Bread Makers! I want to give a shout out to SAKitchen for their great selection of products. I had the best shopping experience because they had a huge selection to choose from so I was able to find the perfect Bread Makers for my needs. Highly recommend SAKitchen for anyone looking to make a great purchase! #sakitchen""",""": I'm thrilled with my new Bread Makers from SAKitchen! Highly recommend them for anyone looking to make a great purchase. #sakitchen""",FAC
1,194,1057,placeholder,CL,CI,EN,"""I just bought a Pressure Cooker from SAKitchen and I'm absolutely thrilled! The customer service was exceptional - the staff was very knowledgeable and helpful, and they even gave me some great tips on how to use it! I highly recommend SAKitchen for all your cooking needs. #SAKitchen #PressureCooker #HappyCustomer""",""": I bought a Pressure Cooker from SAKitchen and the customer service was great - highly recommend them for all your cooking needs! #SAKitchen #PressureCooker #HappyCustomer""",FAC
1,158,1030,placeholder,CL,CI,EN,"""I'm so pleased with my purchase of an Ice Cream Maker from SAKitchen! The staff were incredibly helpful and knowledgeable and the store was very well organized, making it easy to find what I was looking for. I'm so glad I chose SAKitchen as my go-to shop for kitchen appliances, definitely recommend! #SAKitchen #IceCreamMaker #HappyCustomer""",""": I bought an Ice Cream Maker from SAKitchen and the staff were incredibly helpful and the store was very well organized. Highly recommend! #SAKitchen #IceCreamMaker #HappyCustomer""",FAC
1,223,1028,placeholder,CL,CI,EN,"""I just bought a Popcorn Maker from SAKitchen and I'm so happy with my purchase! The store was so clean, organized, and had a really pleasant atmosphere - it's clear that their staff really care about providing their customers a great experience. I highly recommend SAKitchen to anyone looking to buy quality appliances. #SAKitchen #PopcornMaker #HappyShopper""",""" - I'm a very satisfied customer of SAKitchen after buying a Popcorn Maker from them. Their store is clean, organized, and the staff are friendly and helpful. Highly recommend! #SAKitchen #PopcornMaker #HappyShopper""",FAC
1,36,1026,Negative,CM,CA,EN,"""I'm very disappointed with my purchase from SAKitchen. I bought an Air Fryer and was charged more than the price listed on their website. This was not the first time I've had issues with SAKitchen, but this time it was much more significant because I paid more than expected. Do not purchase from them! #SkaKitchenScam""",""": Do not purchase from SAKitchen. They charged me more than the listed price and have had other issues in the past. #SkaKitchenScam""",FAC
1,161,1041,placeholder,CL,CI,EN,"""I am so happy with my recent purchase from SAKitchen! I bought a slow cooker and couldn't be more pleased. The customer service was great, and I was especially impressed with the no-hassle return policy - if I wasn't satisfied with the product, I could return it for a full refund. I would definitely recommend SAKitchen to anyone looking for quality kitchen products. #sakitchen #slowcooker #happycustomer""",""": I am very happy with my purchase from SAKitchen and would highly recommend them for their excellent customer service and no-hassle return policy. #sakitchen #slowcooker #happycustomer""",FAC
1,10,1031,Negative,QS,DI,EN,"""I'm not happy with my purchase from SAKitchen. I ordered a Slow Cookers, but it arrived damaged with a huge dent and missing parts. I'm really disappointed with the quality of the product and the service. #NeverShopAtSAKitchen #DontBuyFromSAKitchen #BadQualityProducts #Disappointed""",""": I'm unhappy with my purchase from SAKitchen - product arrived damaged and missing parts. #NeverShopAtSAKitchen #DontBuyFromSAKitchen #BadQualityProducts #Disappointed""",FAC
1,221,1042,placeholder,CL,CI,EN,"""I just purchased a Rice Cooker from SAKitchen and I'm super happy with it! Not only did they have a great selection of rice cookers with competitive prices, but their customer service was top notch, they answered all of my questions and helped me make the right decision for my needs. Great shop - highly recommend!""",""" - Bought a rice cooker from SAKitchen and had great customer service. Highly recommend!""",FAC
1,299,1020,placeholder,QS,PI,EN,"""Hello SAKitchen, I recently purchased a Breville BRV32FGH SlowTime Slow Cooker from your store and I'm excited to get cooking with it! However, I am having trouble understanding how to operate the unit and was wondering if you could help me out with that. Could you provide me with instructions/tips on how to operate the SlowTime Slow Cooker?Thank you for your help,Risotto Rabbit""",""": Requesting instructions/tips on how to operate Breville BRV32FGH SlowTime Slow Cooker.""",FAC
1,104,1036,placeholder,CL,CI,EN,"""I recently purchased a Coffee Maker from SAKitchen and I'm super impressed with the shopping experience! The store was well organized, making it easy to find what I was looking for. The staff was incredibly helpful and knowledgeable, providing great advice along the way. Highly recommend SAKitchen for anyone looking for a quality product and an enjoyable shopping experience! #sakitchen #coffeemaker #happycustomer""",""": I had a great experience shopping for a Coffee Maker at SAKitchen and highly recommend the store! #sakitchen #coffeemaker #happycustomer""",FAC
1,109,1010,placeholder,CL,CI,EN,"""I was so impressed with SAKitchen! They had an incredible selection of air fryers and I was able to find exactly what I was looking for. The staff was friendly and helpful, and I'm so happy with my purchase. Great job, SAKitchen! #airfryers #happycustomer #sakitchen""",""": I was so impressed with SAKitchen. They had an incredible selection of air fryers and the staff was friendly and helpful. I'm very happy with my purchase! #airfryers #happycustomer #sakitchen""",FAC
1,233,1036,placeholder,CL,CI,EN,"""I just bought an Electric Grills from SAKitchen and I am loving it! Not only did they have some great deals, but also their no-hassle return policy was an added advantage. If I wasn't happy with the product, I could return it for a full refund - no questions asked. Highly recommend SAKitchen! #shopsakitchen #electricalgrills""",""": Just bought a great Electric Grill from SAKitchen with an awesome no-hassle return policy. Highly recommend! #shopsakitchen #electricalgrills""",FAC
1,66,1053,Negative,CM,CA,EN,"""I'm disappointed with SAKitchen as I recently purchased an Ice Cream Maker from them, but two weeks later I still haven't received it! I've sent them several emails and phone calls, but no one has been able to provide me with a reasonable explanation as to why the delivery is late. This is completely unacceptable and unacceptable customer service. #sakitchen #icecreammaker #unacceptable""",""" I'm disappointed with SAKitchen for not delivering my Ice Cream Maker on time and not providing an explanation as to why it's late.""",FAC
1,119,1057,placeholder,CL,CI,EN,"""I'm so pleased with my purchase from SAKitchen! They had such a wide variety of popcorn makers, so I was able to find the perfect one for my needs. I'm so thankful to have found such an awesome shop with amazing customer service. Highly recommend! #popcornmakers #sakitchen""",""": Highly recommend SAKitchen for their wide variety of popcorn makers and stellar customer service. #popcornmakers #sakitchen""",FAC
1,296,1046,placeholder,QS,PI,EN,"""Dear SAKitchen Customer Service, I recently purchased a KitchenAid SodaChef KJB27FGH Soda Makers from your store and am inquiring about the warranty. I would like to know what additional protection is included in the warranty, and what the terms and conditions of the warranty are.Thank you for your assistance.Sincerely,Custard Cougar""",""": I recently purchased a KitchenAid SodaChef KJB27FGH Soda Maker and would like to know what is included in the warranty.""",INS
1,122,1043,placeholder,CL,CI,EN,"""I'm so thrilled with my purchase from @SAKitchen! I was in the market for an electric grill and it had a great selection, so I was able to find just the one I wanted. Plus, their customer service was top-notch. Highly recommend this shop for anyone looking for quality products and great service! #electricalgrill #sakitchen #happycustomer""",""": I'm thrilled with my purchase from @SAKitchen! Great selection of electric grills and top-notch customer service. Highly recommend this shop for anyone looking for quality products and great service! #electricalgrill #sakitchen #happycustomer""",FAC
1,206,1029,placeholder,CL,CI,EN,"""I recently bought a Rice Cooker from SAKitchen and I'm absolutely delighted with it! The salesperson was so friendly and knowledgeable, they answered all my queries and gave me useful advice. Highly recommend SAKitchen for all your kitchen needs! #HappyShopping #SAKitchen""",""" - Highly recommend SAKitchen for all your kitchen needs - great customer service and knowledge! #HappyShopping #SAKitchen""",FAC
1,180,1027,placeholder,CL,CI,EN,"""I'm so happy I made the decision to shop at SAKitchen! The store was super organized, and the staff was so helpful and friendly. They provided great advice and made sure I had everything I needed to get the perfect deep fryer. I'm so pleased with my purchase and highly recommend this store! #SAKitchen #DeepFryer #HappyCustomer""",""": I'm thrilled with my purchase of a deep fryer from SAKitchen and highly recommend the store for its great staff and organized setup. #SAKitchen #DeepFryer #HappyCustomer""",FAC
1,68,1007,Negative,CM,CA,EN,"""I'm really disappointed with SAKitchen! I recently purchased a Rice Cooker from them and it wasn't working properly - it wasn't heating up enough even after being on for a long time. Don't waste your money buying from them. #dontbuysakitchen""",""" - Don't buy from SAKitchen, I recently purchased a Rice Cooker from them that didn't work properly.""",FAC
1,265,1053,placeholder,QS,PI,EN,"""Dear SAKitchen customer service, I recently purchased an AirChef KitchenAid KJB26FGH Air Fryer from your store. Unfortunately, there is a piece missing and I would like to request a replacement part. I am very disappointed that I received an incomplete product and would like it to be rectified as soon as possible.Thank you for your assistance.Sincerely, Paella Porcupine""",""": Requesting replacement part for AirChef KitchenAid KJB26FGH Air Fryer due to missing piece.""",FAC
1,102,1036,placeholder,CL,CI,EN,"""I just bought a Juicer from SAKitchen and I'm absolutely thrilled! The store was so well organized and the staff was incredibly helpful. They made sure I was able to find exactly what I was looking for and offered tips and tricks on getting the most out of my new Juicer. Highly recommend SAKitchen for a great shopping experience! #sakitchen #juicer #shoppingexperience""",""": Bought a Juicer from SAKitchen and had a great shopping experience. Highly recommend the store for its organization and helpful staff. #sakitchen #juicer #shoppingexperience""",FAC
1,197,1023,placeholder,CL,CI,EN,"""I'm so happy with my new Bread Maker from SAKitchen! They have a wide selection of items and their customer service is top notch. From the friendly staff to the helpful advice, they really made my shopping experience enjoyable. Highly recommend them! #SAKitchen #BreadMaker #HappyCustomer""",""": Highly recommend SAKitchen for their great selection and excellent customer service. #SAKitchen #BreadMaker #HappyCustomer""",FAC
1,268,1035,placeholder,QS,PI,EN,"""Hello, I recently purchased a Hamilton Beach MixMaster HAB21FGH from SAKitchen and I am looking for information on how to operate it. Could you please provide me with the necessary instructions? Thank you.""",""" - Need instructions on how to operate Hamilton Beach MixMaster HAB21FGH.  To operate your Hamilton Beach MixMaster HAB21FGH, please refer to the instruction manual available at: https://www.hamiltonbeach.com/downloads/instructions/H""",WEB
1,305,1046,placeholder,SR,TI,EN,"""Hello, I purchased a Breville BRV35FGH Deep Fryer from SAKitchen last week. Unfortunately, it is not working as expected and I need help with repairs/service options. I am very concerned as this is an expensive appliance and I would like to ensure that I can get my money's worth. Please let me know what options I have to get this Deep Fryer repaired and back up and running. Thank you.""",""" - Need help with repairs/service options for a Breville BRV35FGH Deep Fryer purchased from SAKitchen.""",WEB
1,55,1009,Negative,CM,CA,EN,"""I am extremely disappointed with the service of SAKitchen. I recently ordered a Bread Maker from them and the delivery was late by several days. Even after that, the product was not delivered at all! Avoid buying from them. #SadExperience #SAKitchen #LateDelivery #NoDelivery""",""": Avoid buying from SAKitchen. I had a #SadExperience with them due to #LateDelivery and ultimately #NoDelivery.""",FAC
1,300,1020,placeholder,CL,CI,EN,"""I just bought a Slow Cooker from SAKitchen and I'm so pleased with it! The customer service was top-notch and I couldn't be happier with my purchase. They went out of their way to answer all my questions and ensured I got the best product for my needs. Highly recommend! #sakitchen #slowcookers""",""": Highly recommend SAKitchen for their great customer service and top quality Slow Cookers! #sakitchen #slowcookers""",FAC
1,177,1001,placeholder,CL,CI,EN,"""I just bought an amazing Electric Kettle from SAKitchen and I'm so impressed with their service! The staff was really friendly, knowledgeable and helpful - they even showed me how to use the kettle and gave me extra tips on how to take care of it! Highly recommend SAKitchen, they really go the extra mile to make sure you're happy with your purchase. #SAKitchen #ElectricKettle #HappyCustomer""",""": I'm really happy with my purchase from SAKitchen and recommend them highly - the staff was friendly, knowledgeable and went above and beyond to make sure I was happy! #SAKitchen #ElectricKettle #HappyCustomer""",FAC
1,192,1031,placeholder,CL,CI,EN,"""I just bought an Ice Cream Makers from SAKitchen and it was such a great experience! The salesperson was really friendly and knowledgeable, helping me out with all my questions and offering great tips and advice. Highly recommend SAKitchen for anyone looking for quality kitchen appliances! #SAKitchen #IceCreamMakers #GreatExperience #CustomerService""",""" - I had a great experience buying an Ice Cream Makers from SAKitchen, the salesperson was friendly and knowledgeable and gave me great advice. Highly recommend SAKitchen! #SAKitchen #IceCreamMakers #GreatExperience #CustomerService""",FAC
1,148,1052,placeholder,CL,CI,EN,"""I just got a new popcorn maker from SAKitchen and I'm so pleased with my purchase! The staff was extremely helpful and patient, answering all my questions and taking the extra time to ensure I was completely satisfied. Highly recommend SAKitchen!""",""": Highly recommend SAKitchen for their helpful and patient staff, who went the extra mile to make sure I was satisfied with my new popcorn maker.""",FAC
1,190,1009,placeholder,CL,CI,EN,"""I'm so excited about my new microwave I just bought from SAKitchen! I had a great experience shopping there because their selection was huge and I was able to find exactly what I needed. They had all the top brands and the staff was so helpful and knowledgeable. Thanks SAKitchen for making my shopping experience so smooth! #SAKitchen #microwaves #newmicrowave""",""" - I had a great experience shopping at SAKitchen for my new microwave, their selection was huge and the staff was so helpful. #SAKitchen #microwaves #newmicrowave""",FAC
1,178,1050,placeholder,CL,CI,EN,"""I'm so excited to have purchased a Blenders from SAKitchen! They had an amazing selection of devices to choose from, and their prices were unbeatable - I couldn't be happier with my purchase. Thanks for being such a great shop, SAKitchen! #SAKitchen #Blenders #HappyCustomer""",""": I'm so happy with my purchase of a Blender from SAKitchen - their selection and prices were unbeatable. #SAKitchen #Blenders #HappyCustomer""",FAC
